"state","date","day","hour"
"MG","2018-02","Wednesday","21"
"RS","2018-03","Thursday ","22"
"SE","2018-04","Wednesday","17"
"MG","2017-12","Tuesday  ","13"
"PR","2018-07","Tuesday  ","09"
"PR","2018-07","Tuesday  ","09"
"SP","2018-06","Monday   ","11"
"SP","2018-04","Sunday   ","13"
"RJ","2018-07","Sunday   ","13"
"SP","2018-06","Monday   ","23"
"SP","2018-08","Friday   ","02"
"SP","2017-12","Thursday ","09"
"SP","2017-12","Thursday ","09"
"SP","2017-12","Thursday ","09"
"SP","2017-12","Monday   ","09"
"SP","2017-12","Monday   ","09"
"AL","2018-01","Tuesday  ","15"
"SP","2018-03","Sunday   ","14"
"RJ","2018-04","Thursday ","16"
"SP","2018-01","Tuesday  ","08"
"SP","2018-05","Thursday ","10"
"SP","2018-04","Monday   ","20"
"RO","2018-08","Thursday ","19"
"SP","2017-11","Thursday ","14"
"SP","2018-07","Friday   ","16"
"PR","2018-05","Wednesday","09"
"SP","2018-06","Tuesday  ","08"
"SP","2018-08","Wednesday","19"
"RS","2017-12","Monday   ","00"
"RJ","2018-05","Thursday ","12"
"SP","2017-11","Tuesday  ","22"
"SP","2018-04","Tuesday  ","20"
"SP","2018-08","Tuesday  ","12"
"SP","2017-04","Monday   ","17"
"SP","2017-09","Friday   ","10"
"MG","2017-05","Monday   ","18"
"MS","2018-04","Tuesday  ","16"
"MS","2018-04","Tuesday  ","16"
"SP","2018-04","Friday   ","17"
"SP","2018-01","Monday   ","22"
"PR","2018-02","Sunday   ","14"
"PR","2018-02","Sunday   ","14"
"BA","2018-03","Friday   ","17"
"BA","2018-03","Friday   ","17"
"SP","2017-12","Sunday   ","12"
"SP","2018-02","Wednesday","22"
"MG","2018-02","Sunday   ","19"
"RJ","2018-05","Tuesday  ","22"
"SP","2018-05","Tuesday  ","15"
"MS","2017-03","Friday   ","18"
"SP","2017-03","Sunday   ","23"
"SC","2018-01","Tuesday  ","11"
"SP","2018-08","Wednesday","10"
"SP","2018-08","Wednesday","10"
"RJ","2017-12","Thursday ","11"
"PR","2017-11","Sunday   ","20"
"SC","2018-08","Wednesday","15"
"DF","2018-03","Sunday   ","08"
"SP","2018-03","Tuesday  ","11"
"MG","2018-08","Monday   ","09"
"RJ","2017-10","Friday   ","10"
"SC","2017-03","Friday   ","13"
"SC","2017-03","Friday   ","13"
"RJ","2018-02","Thursday ","21"
"MG","2018-06","Monday   ","17"
"SP","2017-12","Wednesday","14"
"PB","2018-02","Tuesday  ","20"
"SP","2017-12","Thursday ","20"
"SP","2018-04","Sunday   ","13"
"SP","2017-09","Saturday ","14"
"SP","2017-12","Friday   ","16"
"RJ","2018-08","Saturday ","18"
"ES","2017-12","Wednesday","22"
"DF","2018-05","Friday   ","14"
"RJ","2018-07","Saturday ","11"
"RJ","2018-07","Saturday ","11"
"PR","2018-01","Sunday   ","00"
"MG","2017-12","Thursday ","10"
"MG","2017-12","Thursday ","10"
"MG","2018-02","Wednesday","13"
"BA","2017-08","Sunday   ","23"
"CE","2018-05","Monday   ","22"
"SC","2017-05","Tuesday  ","20"
"RJ","2017-05","Wednesday","22"
"SC","2017-11","Saturday ","18"
"SC","2017-11","Saturday ","18"
"SP","2018-05","Thursday ","06"
"MG","2018-07","Friday   ","16"
"MG","2018-06","Tuesday  ","16"
"RS","2018-01","Monday   ","18"
"SP","2018-01","Saturday ","12"
"SC","2017-10","Saturday ","19"
"SP","2018-08","Sunday   ","19"
"SP","2018-01","Sunday   ","12"
"BA","2017-08","Thursday ","20"
"SP","2017-04","Saturday ","08"
"MT","2018-08","Sunday   ","09"
"PA","2018-06","Wednesday","10"
"SP","2018-03","Friday   ","02"
"SP","2018-01","Friday   ","19"
"SP","2018-08","Wednesday","02"
"MG","2018-02","Wednesday","20"
"SP","2018-08","Friday   ","23"
"PI","2017-02","Friday   ","13"
"MG","2018-04","Tuesday  ","18"
"SP","2017-11","Tuesday  ","08"
"RJ","2018-02","Monday   ","12"
"RJ","2018-02","Monday   ","12"
"SP","2017-11","Friday   ","12"
"MA","2017-04","Tuesday  ","16"
"PE","2017-08","Sunday   ","22"
"RS","2018-03","Sunday   ","14"
"BA","2017-08","Saturday ","17"
"SP","2017-12","Wednesday","14"
"RJ","2018-01","Thursday ","06"
"SP","2018-08","Wednesday","16"
"SP","2018-07","Tuesday  ","21"
"SP","2018-07","Tuesday  ","21"
"SP","2018-07","Tuesday  ","21"
"RJ","2016-10","Saturday ","18"
"SP","2017-06","Monday   ","13"
"SC","2018-02","Friday   ","19"
"MT","2017-04","Thursday ","11"
"SP","2018-07","Saturday ","22"
"SP","2018-06","Thursday ","21"
"SP","2018-06","Sunday   ","22"
"RJ","2017-07","Thursday ","08"
"RJ","2018-05","Monday   ","13"
"DF","2018-02","Wednesday","19"
"MG","2017-11","Friday   ","19"
"PI","2017-11","Tuesday  ","17"
"SP","2018-02","Monday   ","15"
"SP","2017-10","Wednesday","12"
"SP","2018-08","Monday   ","14"
"SP","2017-01","Monday   ","18"
"SP","2017-04","Monday   ","09"
"SP","2018-04","Tuesday  ","23"
"RJ","2018-01","Friday   ","10"
"RJ","2017-12","Saturday ","18"
"SP","2018-06","Tuesday  ","14"
"SP","2018-03","Friday   ","19"
"RJ","2017-07","Wednesday","15"
"SP","2018-05","Tuesday  ","16"
"RJ","2018-03","Tuesday  ","14"
"RJ","2018-03","Tuesday  ","14"
"SP","2018-01","Wednesday","11"
"SP","2018-05","Wednesday","12"
"RJ","2018-02","Monday   ","11"
"SP","2018-01","Monday   ","14"
"SP","2017-03","Wednesday","10"
"SP","2017-02","Thursday ","08"
"SP","2017-02","Thursday ","08"
"RJ","2018-05","Thursday ","17"
"RJ","2018-05","Thursday ","17"
"RJ","2018-07","Tuesday  ","17"
"SP","2017-04","Monday   ","13"
"SP","2018-06","Monday   ","00"
"SP","2018-06","Monday   ","00"
"SE","2017-12","Sunday   ","13"
"SP","2018-05","Saturday ","12"
"SP","2018-05","Saturday ","12"
"SP","2018-05","Saturday ","12"
"SP","2018-05","Saturday ","12"
"PI","2017-04","Tuesday  ","09"
"SP","2018-01","Thursday ","12"
"DF","2018-02","Thursday ","01"
"RJ","2017-11","Saturday ","17"
"RJ","2017-11","Saturday ","17"
"RJ","2017-11","Saturday ","17"
"RJ","2017-11","Saturday ","17"
"RJ","2017-11","Saturday ","17"
"RJ","2017-11","Saturday ","17"
"RJ","2017-11","Saturday ","17"
"RJ","2017-11","Saturday ","17"
"RJ","2018-02","Tuesday  ","22"
"SP","2017-12","Friday   ","16"
"SP","2017-09","Monday   ","14"
"BA","2018-01","Friday   ","11"
"SP","2017-04","Thursday ","17"
"SP","2017-12","Tuesday  ","11"
"SP","2018-07","Tuesday  ","09"
"GO","2018-02","Wednesday","20"
"SP","2017-08","Thursday ","07"
"RJ","2017-04","Saturday ","21"
"SP","2018-06","Monday   ","12"
"SP","2018-06","Monday   ","12"
"SP","2017-07","Friday   ","16"
"SP","2018-07","Tuesday  ","01"
"SP","2018-04","Friday   ","13"
"SP","2018-04","Friday   ","13"
"RS","2018-03","Sunday   ","18"
"PE","2017-07","Friday   ","07"
"SP","2018-02","Wednesday","00"
"MG","2018-08","Saturday ","16"
"MT","2017-06","Sunday   ","21"
"RJ","2018-03","Saturday ","10"
"MS","2017-04","Friday   ","22"
"SP","2018-05","Wednesday","19"
"AL","2018-05","Friday   ","23"
"SP","2017-06","Friday   ","20"
"SP","2017-12","Saturday ","14"
"RJ","2017-03","Thursday ","13"
"RJ","2018-02","Friday   ","17"
"SP","2018-03","Tuesday  ","22"
"MG","2018-05","Friday   ","21"
"PR","2017-12","Friday   ","18"
"SP","2018-05","Sunday   ","22"
"SP","2018-05","Sunday   ","22"
"RJ","2017-10","Saturday ","10"
"PR","2018-04","Wednesday","20"
"SC","2017-04","Wednesday","08"
"PR","2018-04","Thursday ","12"
"DF","2018-02","Tuesday  ","21"
"RS","2018-03","Monday   ","09"
"ES","2018-07","Monday   ","11"
"SP","2018-07","Thursday ","21"
"SC","2017-09","Wednesday","16"
"RJ","2018-02","Wednesday","14"
"RJ","2017-12","Thursday ","15"
"SP","2017-08","Friday   ","17"
"RS","2018-05","Sunday   ","17"
"SP","2017-05","Monday   ","09"
"SP","2017-05","Monday   ","09"
"SP","2017-05","Monday   ","09"
"MG","2018-05","Monday   ","12"
"SE","2017-10","Sunday   ","10"
"SP","2017-09","Monday   ","11"
"SP","2018-01","Friday   ","09"
"RJ","2017-12","Saturday ","20"
"ES","2017-10","Thursday ","10"
"MG","2017-08","Wednesday","21"
"RN","2018-01","Friday   ","22"
"RJ","2017-04","Thursday ","15"
"PR","2018-07","Sunday   ","13"
"RS","2017-01","Saturday ","20"
"SP","2017-12","Monday   ","23"
"SP","2017-07","Monday   ","22"
"SP","2018-02","Sunday   ","21"
"BA","2017-12","Saturday ","08"
"ES","2017-04","Thursday ","11"
"SP","2017-01","Friday   ","12"
"PA","2017-11","Saturday ","17"
"MG","2018-03","Tuesday  ","14"
"CE","2017-12","Wednesday","23"
"PE","2017-09","Saturday ","12"
"SP","2017-10","Thursday ","11"
"MG","2017-01","Thursday ","21"
"SP","2017-07","Friday   ","11"
"SC","2017-10","Monday   ","23"
"SP","2018-02","Friday   ","16"
"RS","2017-10","Saturday ","14"
"PR","2018-06","Thursday ","15"
"SP","2017-03","Thursday ","20"
"SP","2017-03","Thursday ","20"
"MG","2017-06","Monday   ","02"
"RJ","2018-04","Sunday   ","18"
"SP","2018-04","Wednesday","12"
"SP","2018-04","Wednesday","12"
"RJ","2018-04","Wednesday","15"
"SP","2018-03","Wednesday","21"
"PR","2018-08","Sunday   ","21"
"MG","2018-03","Wednesday","17"
"MG","2018-07","Monday   ","16"
"SP","2018-05","Friday   ","13"
"SP","2018-01","Thursday ","14"
"SP","2018-01","Monday   ","13"
"SP","2018-06","Friday   ","16"
"MG","2018-08","Monday   ","02"
"SP","2017-10","Sunday   ","13"
"SP","2017-07","Thursday ","08"
"PA","2017-03","Friday   ","14"
"PR","2018-08","Tuesday  ","15"
"MG","2017-10","Wednesday","19"
"SP","2018-03","Friday   ","18"
"SP","2017-11","Friday   ","16"
"MG","2017-06","Friday   ","01"
"MS","2018-03","Thursday ","19"
"RJ","2018-03","Wednesday","22"
"SP","2018-03","Wednesday","14"
"SP","2018-03","Wednesday","14"
"SP","2018-03","Wednesday","14"
"RJ","2018-05","Friday   ","13"
"PR","2018-07","Wednesday","18"
"PR","2018-07","Wednesday","18"
"PR","2018-07","Wednesday","18"
"SP","2018-03","Monday   ","13"
"DF","2018-08","Friday   ","01"
"RS","2017-05","Sunday   ","21"
"RJ","2017-03","Saturday ","11"
"RS","2018-01","Friday   ","10"
"SP","2017-06","Saturday ","21"
"SP","2018-04","Friday   ","13"
"SP","2017-03","Friday   ","12"
"MG","2018-08","Monday   ","16"
"SP","2018-05","Tuesday  ","11"
"BA","2018-06","Monday   ","10"
"SP","2018-06","Saturday ","11"
"MS","2018-06","Tuesday  ","19"
"SP","2018-01","Friday   ","18"
"BA","2018-06","Tuesday  ","01"
"SP","2018-01","Tuesday  ","19"
"SP","2018-03","Sunday   ","22"
"SP","2017-08","Tuesday  ","19"
"SP","2017-11","Saturday ","21"
"PI","2017-06","Friday   ","14"
"SP","2018-03","Saturday ","17"
"SP","2017-07","Monday   ","17"
"RJ","2017-09","Friday   ","20"
"DF","2017-08","Tuesday  ","09"
"SP","2017-09","Sunday   ","11"
"SP","2018-06","Friday   ","13"
"SP","2017-09","Monday   ","16"
"SP","2018-01","Sunday   ","13"
"MG","2018-08","Wednesday","11"
"SP","2017-01","Sunday   ","14"
"PR","2018-08","Monday   ","12"
"GO","2018-03","Thursday ","09"
"BA","2018-06","Thursday ","22"
"RS","2017-05","Tuesday  ","15"
"RJ","2017-05","Monday   ","13"
"SP","2018-01","Thursday ","14"
"MG","2017-12","Thursday ","16"
"SP","2018-05","Friday   ","13"
"SP","2018-06","Tuesday  ","20"
"SP","2018-06","Tuesday  ","20"
"MG","2018-07","Monday   ","12"
"SP","2018-05","Monday   ","18"
"RJ","2018-02","Monday   ","15"
"RJ","2017-08","Monday   ","12"
"SP","2017-05","Wednesday","19"
"SP","2018-06","Friday   ","20"
"SP","2017-01","Saturday ","15"
"SP","2018-01","Friday   ","13"
"SC","2017-11","Sunday   ","10"
"PR","2018-03","Friday   ","21"
"SP","2017-05","Saturday ","16"
"ES","2018-05","Wednesday","14"
"SP","2017-10","Friday   ","12"
"PR","2018-08","Monday   ","19"
"PR","2018-08","Monday   ","19"
"GO","2018-05","Wednesday","20"
"SP","2018-02","Wednesday","13"
"RS","2017-12","Monday   ","17"
"SP","2018-07","Sunday   ","16"
"RJ","2018-05","Monday   ","19"
"MG","2018-03","Tuesday  ","20"
"SP","2017-11","Sunday   ","21"
"RJ","2018-07","Tuesday  ","16"
"SP","2017-08","Tuesday  ","22"
"SP","2017-05","Monday   ","17"
"SP","2017-09","Wednesday","15"
"MG","2017-02","Wednesday","22"
"MG","2017-02","Wednesday","22"
"MG","2018-07","Thursday ","19"
"TO","2018-06","Thursday ","00"
"RS","2018-08","Monday   ","20"
"SP","2017-02","Saturday ","19"
"SC","2018-05","Sunday   ","15"
"SC","2018-05","Sunday   ","15"
"SP","2017-12","Wednesday","09"
"SP","2017-12","Wednesday","09"
"SP","2017-03","Sunday   ","12"
"MG","2018-07","Friday   ","15"
"MG","2018-07","Friday   ","15"
"SP","2018-03","Monday   ","18"
"SP","2018-03","Monday   ","18"
"SP","2017-03","Friday   ","22"
"SP","2017-11","Thursday ","17"
"RJ","2018-07","Thursday ","18"
"SP","2018-03","Tuesday  ","15"
"RS","2017-11","Tuesday  ","15"
"RJ","2017-10","Wednesday","15"
"SP","2017-05","Sunday   ","12"
"SP","2018-06","Sunday   ","02"
"MG","2017-07","Monday   ","13"
"PB","2017-11","Thursday ","22"
"SP","2018-02","Friday   ","14"
"SP","2017-03","Wednesday","23"
"BA","2018-04","Wednesday","23"
"SP","2018-04","Thursday ","11"
"SP","2018-03","Friday   ","12"
"SP","2018-03","Thursday ","17"
"RJ","2017-03","Sunday   ","21"
"SP","2017-09","Sunday   ","18"
"SP","2018-07","Wednesday","19"
"SP","2018-07","Wednesday","19"
"SP","2018-07","Saturday ","19"
"SP","2018-01","Tuesday  ","11"
"SP","2018-03","Monday   ","21"
"SP","2018-03","Monday   ","21"
"SP","2018-02","Tuesday  ","15"
"SP","2017-07","Tuesday  ","11"
"SP","2017-07","Tuesday  ","11"
"SP","2018-05","Tuesday  ","20"
"MG","2017-11","Friday   ","00"
"SP","2017-09","Sunday   ","18"
"TO","2017-10","Monday   ","11"
"PE","2017-07","Sunday   ","12"
"PA","2018-08","Wednesday","15"
"BA","2017-12","Saturday ","15"
"BA","2017-12","Saturday ","15"
"DF","2018-03","Monday   ","09"
"RN","2017-12","Thursday ","07"
"MT","2018-06","Tuesday  ","14"
"MT","2018-06","Tuesday  ","14"
"SP","2017-08","Monday   ","10"
"PB","2017-02","Monday   ","20"
"SP","2018-04","Thursday ","15"
"SP","2017-03","Tuesday  ","00"
"SP","2018-03","Friday   ","09"
"RJ","2018-01","Friday   ","15"
"SP","2018-07","Sunday   ","10"
"MG","2017-12","Monday   ","19"
"SP","2018-06","Thursday ","12"
"RJ","2018-07","Tuesday  ","23"
"RJ","2017-06","Tuesday  ","11"
"PR","2018-07","Sunday   ","14"
"SP","2017-09","Saturday ","14"
"SP","2017-10","Monday   ","15"
"SC","2017-10","Thursday ","22"
"MG","2017-12","Sunday   ","09"
"MG","2018-03","Saturday ","19"
"MS","2017-05","Monday   ","17"
"SC","2018-04","Wednesday","00"
"MG","2018-03","Tuesday  ","16"
"GO","2017-08","Monday   ","23"
"SP","2018-03","Thursday ","00"
"SC","2017-08","Sunday   ","20"
"SP","2018-08","Saturday ","16"
"PR","2018-03","Wednesday","14"
"RJ","2018-08","Monday   ","21"
"RJ","2017-05","Thursday ","09"
"SP","2017-11","Friday   ","10"
"RS","2017-10","Friday   ","11"
"RS","2017-06","Friday   ","21"
"SE","2018-05","Saturday ","14"
"SP","2018-06","Sunday   ","13"
"SP","2017-05","Wednesday","15"
"RJ","2018-06","Saturday ","15"
"BA","2017-12","Monday   ","14"
"DF","2018-04","Wednesday","09"
"SP","2018-05","Friday   ","08"
"RJ","2017-03","Thursday ","13"
"SP","2017-05","Tuesday  ","15"
"SP","2018-07","Saturday ","19"
"SP","2018-03","Tuesday  ","11"
"RS","2018-03","Tuesday  ","20"
"RJ","2017-12","Tuesday  ","04"
"GO","2018-07","Friday   ","14"
"GO","2018-07","Friday   ","14"
"MG","2018-02","Saturday ","14"
"MG","2018-01","Friday   ","15"
"ES","2018-06","Saturday ","18"
"MT","2017-11","Wednesday","22"
"MT","2017-11","Wednesday","22"
"RJ","2017-08","Thursday ","21"
"MG","2017-08","Wednesday","11"
"RS","2018-08","Wednesday","18"
"RS","2018-08","Wednesday","18"
"RS","2018-08","Wednesday","18"
"RS","2018-08","Wednesday","18"
"RS","2018-08","Wednesday","18"
"SP","2018-03","Saturday ","21"
"ES","2017-05","Monday   ","10"
"RJ","2018-04","Thursday ","06"
"RJ","2017-07","Tuesday  ","20"
"RJ","2018-01","Thursday ","21"
"PR","2018-06","Wednesday","13"
"SP","2018-05","Friday   ","11"
"RS","2017-06","Friday   ","10"
"SP","2018-05","Tuesday  ","13"
"SP","2017-11","Friday   ","12"
"RJ","2017-12","Tuesday  ","19"
"RJ","2017-01","Tuesday  ","13"
"RJ","2018-03","Thursday ","03"
"SP","2017-12","Wednesday","19"
"CE","2018-02","Thursday ","13"
"RJ","2017-11","Tuesday  ","12"
"BA","2017-06","Wednesday","08"
"ES","2018-07","Monday   ","12"
"SP","2018-03","Friday   ","01"
"RJ","2017-05","Wednesday","14"
"RJ","2017-05","Wednesday","14"
"MS","2018-01","Friday   ","19"
"RJ","2017-09","Thursday ","17"
"SP","2018-05","Friday   ","11"
"PR","2017-08","Sunday   ","17"
"SP","2018-03","Monday   ","00"
"RJ","2017-07","Friday   ","20"
"RJ","2017-07","Friday   ","20"
"RS","2018-05","Friday   ","12"
"SP","2018-03","Thursday ","11"
"SC","2018-02","Friday   ","10"
"SP","2018-04","Friday   ","14"
"SP","2018-04","Friday   ","14"
"RJ","2018-04","Sunday   ","19"
"RS","2018-03","Friday   ","11"
"RS","2018-03","Friday   ","11"
"RS","2018-03","Friday   ","11"
"RS","2018-03","Friday   ","11"
"RS","2018-03","Friday   ","11"
"DF","2017-01","Saturday ","21"
"MG","2018-06","Wednesday","10"
"BA","2017-01","Tuesday  ","21"
"PR","2017-12","Tuesday  ","09"
"SP","2018-07","Tuesday  ","21"
"SP","2017-08","Thursday ","09"
"SP","2017-12","Monday   ","12"
"SP","2018-05","Wednesday","12"
"RJ","2017-11","Friday   ","10"
"SP","2018-06","Monday   ","13"
"RN","2018-06","Tuesday  ","12"
"RJ","2017-05","Wednesday","21"
"SP","2017-11","Tuesday  ","11"
"ES","2018-02","Monday   ","09"
"SP","2018-08","Monday   ","22"
"SP","2018-07","Friday   ","16"
"SP","2018-08","Thursday ","12"
"SP","2018-08","Wednesday","10"
"SC","2018-08","Tuesday  ","07"
"SC","2018-08","Tuesday  ","07"
"SP","2017-12","Sunday   ","11"
"MG","2018-04","Thursday ","16"
"RN","2018-01","Wednesday","11"
"DF","2018-05","Wednesday","11"
"SP","2017-10","Sunday   ","21"
"MG","2017-04","Monday   ","20"
"RS","2018-08","Saturday ","11"
"MG","2018-08","Saturday ","21"
"RJ","2018-06","Sunday   ","16"
"SP","2018-06","Friday   ","17"
"SP","2018-06","Friday   ","17"
"RJ","2018-04","Monday   ","14"
"BA","2017-07","Sunday   ","09"
"MA","2017-10","Thursday ","23"
"RJ","2018-01","Sunday   ","10"
"RJ","2018-08","Tuesday  ","15"
"RJ","2018-04","Wednesday","18"
"MG","2018-03","Saturday ","15"
"SC","2018-02","Saturday ","02"
"SP","2017-02","Wednesday","16"
"SP","2018-03","Monday   ","08"
"SP","2017-12","Friday   ","22"
"SP","2017-09","Sunday   ","17"
"SP","2017-09","Sunday   ","17"
"RJ","2018-02","Saturday ","19"
"SP","2017-11","Saturday ","20"
"SC","2018-05","Thursday ","23"
"SC","2018-05","Thursday ","23"
"MG","2018-02","Tuesday  ","14"
"MG","2018-02","Tuesday  ","14"
"RJ","2018-03","Wednesday","14"
"SP","2017-08","Saturday ","12"
"MT","2018-03","Friday   ","17"
"MG","2018-05","Monday   ","17"
"SP","2017-07","Monday   ","21"
"GO","2018-01","Wednesday","18"
"GO","2018-07","Thursday ","14"
"SP","2017-06","Sunday   ","16"
"DF","2017-09","Tuesday  ","13"
"SP","2017-05","Wednesday","10"
"SC","2017-11","Sunday   ","09"
"RJ","2018-02","Sunday   ","01"
"RJ","2018-02","Sunday   ","01"
"SP","2018-05","Monday   ","17"
"MG","2017-08","Sunday   ","13"
"PR","2017-08","Tuesday  ","09"
"PR","2017-08","Tuesday  ","09"
"RJ","2018-02","Tuesday  ","10"
"RJ","2018-02","Tuesday  ","10"
"BA","2017-08","Thursday ","12"
"SP","2017-11","Friday   ","23"
"MG","2017-10","Monday   ","12"
"SP","2018-05","Tuesday  ","10"
"SP","2018-05","Wednesday","07"
"SP","2018-05","Wednesday","07"
"MG","2018-04","Tuesday  ","11"
"SE","2017-12","Sunday   ","14"
"MG","2018-07","Sunday   ","23"
"SP","2017-12","Sunday   ","10"
"PR","2018-04","Sunday   ","14"
"PR","2018-04","Sunday   ","14"
"RJ","2017-11","Saturday ","21"
"SP","2018-01","Saturday ","11"
"MG","2018-04","Monday   ","10"
"MG","2018-04","Monday   ","10"
"GO","2018-03","Thursday ","20"
"SP","2018-04","Friday   ","20"
"PE","2018-08","Friday   ","02"
"RJ","2018-06","Sunday   ","23"
"RJ","2018-06","Sunday   ","23"
"SP","2018-05","Thursday ","15"
"SP","2018-05","Thursday ","15"
"SP","2018-05","Thursday ","15"
"SP","2018-04","Sunday   ","12"
"RS","2017-11","Tuesday  ","22"
"RS","2017-11","Tuesday  ","22"
"RS","2017-11","Tuesday  ","22"
"CE","2018-07","Friday   ","11"
"RJ","2017-05","Sunday   ","05"
"SP","2017-02","Sunday   ","19"
"SP","2017-02","Sunday   ","19"
"RS","2018-05","Thursday ","03"
"SP","2017-12","Thursday ","19"
"SP","2018-02","Friday   ","14"
"SP","2017-10","Thursday ","11"
"RJ","2017-12","Wednesday","13"
"PE","2017-04","Wednesday","21"
"SP","2018-08","Monday   ","05"
"RJ","2017-11","Saturday ","19"
"SC","2017-12","Wednesday","23"
"SP","2017-12","Tuesday  ","15"
"RJ","2017-11","Tuesday  ","09"
"RJ","2017-11","Tuesday  ","09"
"RJ","2017-10","Thursday ","15"
"MG","2017-12","Tuesday  ","20"
"SP","2017-05","Friday   ","13"
"SP","2018-06","Sunday   ","18"
"SP","2018-07","Friday   ","11"
"MG","2017-05","Sunday   ","19"
"SP","2017-11","Friday   ","11"
"RJ","2017-09","Wednesday","15"
"SP","2018-08","Friday   ","00"
"PR","2018-04","Monday   ","10"
"SP","2018-04","Monday   ","12"
"RJ","2017-12","Friday   ","22"
"MG","2018-07","Monday   ","10"
"SP","2018-01","Friday   ","09"
"SP","2018-02","Thursday ","15"
"SP","2018-02","Thursday ","15"
"SP","2018-08","Wednesday","13"
"RJ","2017-08","Saturday ","20"
"SP","2018-04","Friday   ","13"
"SP","2018-08","Wednesday","09"
"SP","2017-07","Tuesday  ","21"
"SP","2018-03","Thursday ","22"
"SP","2018-01","Monday   ","11"
"TO","2018-08","Sunday   ","11"
"MT","2017-11","Wednesday","10"
"RJ","2017-10","Friday   ","14"
"SP","2017-05","Wednesday","09"
"CE","2017-09","Wednesday","22"
"MG","2017-09","Wednesday","17"
"MG","2017-11","Friday   ","08"
"SP","2018-07","Tuesday  ","19"
"SP","2018-06","Sunday   ","20"
"SP","2018-04","Thursday ","17"
"MG","2018-02","Friday   ","09"
"RJ","2018-06","Friday   ","16"
"MA","2017-08","Sunday   ","11"
"SP","2018-08","Friday   ","23"
"SP","2018-04","Tuesday  ","17"
"SP","2018-05","Friday   ","00"
"SP","2018-05","Friday   ","00"
